Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,6021.014433
FDR21,OUT045,2609.637098
NCW29,OUT035,2086.814907
FDO11,OUT013,3889.922233
NCM31,OUT049,2305.192437
FDV35,OUT019,338.8292446
FDF58,OUT017,951.6817264
NCE43,OUT049,2799.596046
FDA02,OUT035,2388.442199
DRL37,OUT010,211.8151511
FDR24,OUT018,1164.722819
FDW59,OUT049,1279.647127
FDS22,OUT049,656.9086719
FDW24,OUT017,768.5076772
FDU24,OUT035,1511.51771
FDA21,OUT027,4883.322681
FDH58,OUT027,3033.035918
FDW36,OUT018,1377.499493
FDI45,OUT027,4554.625174
FDU01,OUT018,2474.689724
FDF35,OUT027,2814.613381
FDU43,OUT019,540.3005537
FDE24,OUT019,321.1021348
FDK50,OUT049,2692.484173
FDG31,OUT045,951.8097896
FDC60,OUT045,1341.245784
FDL36,OUT013,1339.517299
FDP21,OUT013,2972.084557
FDW16,OUT045,1346.716251
FDX02,OUT017,3548.635258
FDQ58,OUT027,4059.804385
FDT51,OUT046,1822.814625
FDD59,OUT049,1143.939186
NCM42,OUT018,1455.007812
FDA57,OUT018,515.3731782
FDZ48,OUT035,1734.624454
FDE46,OUT045,2223.106384
NCZ30,OUT019,288.6231627
FDB56,OUT017,3132.520584
FDA25,OUT027,2775.790086
FDD20,OUT013,1948.086531
FDL25,OUT013,1343.379482
NCO18,OUT049,2935.175227
FDJ45,OUT017,552.1231942
FDR12,OUT035,2884.105366
NCF19,OUT010,213.3458036
FDK25,OUT046,2831.089886
NCR17,OUT046,1745.741524
FDC52,OUT046,2570.524749
NCA54,OUT017,2936.110589
FDR45,OUT010,548.003251
NCM19,OUT049,1805.043419
FDF39,OUT027,6345.160185
FDX23,OUT049,1511.79724
FDD58,OUT027,2548.742902
FDX28,OUT013,1513.418173
NCD31,OUT013,2638.719595
FDU57,OUT018,2002.400981
FDI27,OUT046,712.8371381
NCM42,OUT046,1654.546424
FDD32,OUT027,2133.171021
FDI34,OUT013,3589.452485
NCM29,OUT049,2100.957196
FDG46,OUT018,1466.665643
DRC01,OUT010,215.2124756
FDB15,OUT027,6270.812663
NCA17,OUT027,3954.893347
FDF10,OUT046,2505.198153
FDR26,OUT027,4694.404394
FDI02,OUT049,1701.243473
NCM54,OUT010,290.8976527
FDF14,OUT013,2425.883771
FDJ33,OUT010,286.6948707
FDM20,OUT035,4194.315413
FDC03,OUT027,5187.541675
NCX05,OUT046,1785.591886
NCM41,OUT027,2334.099781
NCU29,OUT010,322.0009041
FDQ59,OUT017,1322.266045
FDH46,OUT010,261.9590202
FDH09,OUT013,737.9978325
NCD06,OUT045,761.2404819
FDC15,OUT035,2545.14547
DRD37,OUT027,1120.296934
FDT28,OUT027,3931.375388
FDR28,OUT027,4403.298447
FDT38,OUT017,1349.562095
FDV34,OUT027,1971.162254
FDY52,OUT035,938.941586
FDB34,OUT013,1267.828611
DRL23,OUT018,1403.103212
DRB24,OUT046,2357.075903
FDJ50,OUT046,857.1793509
FDQ49,OUT035,2586.094535
FDP20,OUT035,1958.942312
FDV19,OUT027,4286.309204
NCR54,OUT045,2891.179715
FDO09,OUT010,619.5171075
FDS57,OUT018,1967.488102
FDN10,OUT049,1877.823131
FDV23,OUT049,2022.643576
FDY28,OUT049,3536.1682
DRG51,OUT013,2636.855834
FDD45,OUT019,257.0164728
NCL18,OUT027,5035.998746
NCM29,OUT013,2043.819269
FDF17,OUT027,5111.160474
FDE22,OUT017,2618.527492
FDQ22,OUT017,589.7566069
FDS01,OUT013,2956.324247
FDW35,OUT027,1050.301983
FDJ33,OUT046,2069.087732
NCF54,OUT035,2855.37048
FDE09,OUT013,1675.095696
NCE06,OUT045,2360.856799
DRH49,OUT049,1246.855444
FDY43,OUT045,2498.373692
NCT05,OUT017,3886.124141
FDZ34,OUT045,2822.624596
FDL38,OUT017,1391.091452
FDZ31,OUT017,3164.065624
FDR14,OUT035,846.9364014
NCN54,OUT049,1213.82943
NCC42,OUT027,3666.332937
FDK08,OUT017,1605.897678
FDP59,OUT013,1556.175088
FDV22,OUT035,2632.918449
FDD33,OUT035,4006.385127
DRE60,OUT027,5742.592237
FDK52,OUT046,3329.910141
FDA02,OUT017,2427.818575
FDM56,OUT049,1735.551561
FDE57,OUT035,2274.100109
FDM32,OUT045,1284.159569
NCQ30,OUT027,3160.884215
FDQ27,OUT027,2784.18927
FDT60,OUT027,3253.272284
FDU43,OUT049,3926.406545
NCO55,OUT035,1640.497015
FDG02,OUT045,2808.278959
FDJ28,OUT013,3158.427429
FDP40,OUT045,1709.23004
FDJ38,OUT045,3116.813955
NCC54,OUT017,3750.893924
NCZ41,OUT046,1920.818531
FDK38,OUT019,327.4179688
FDU52,OUT013,2500.951992
FDC40,OUT046,1212.585035
NCR30,OUT017,1155.994047
NCN18,OUT017,1780.278646
FDB50,OUT035,1175.571113
FDG04,OUT013,3110.67765
FDR26,OUT035,2962.38864
NCT17,OUT018,2630.900014
FDX35,OUT027,5816.196228
FDS12,OUT046,1950.923049
NCZ29,OUT027,3281.189849
FDB38,OUT010,351.4591125
FDP12,OUT013,562.6496375
FDP22,OUT046,807.3811043
FDS26,OUT018,3500.181379
FDR52,OUT046,3262.30016
DRJ13,OUT046,2460.457748
FDU48,OUT027,3417.856728
FDE29,OUT035,911.2379799
NCT29,OUT049,1955.173898
DRK37,OUT018,2634.136948
FDK55,OUT046,1344.457385
FDR07,OUT046,1472.227023
FDO21,OUT027,5777.450952
FDK46,OUT049,4084.06602
FDB12,OUT045,1584.038532
FDT31,OUT027,4939.995132
FDJ33,OUT045,1932.921142
FDC26,OUT027,2831.273793
NCQ02,OUT045,2768.480117
FDP08,OUT010,419.4990084
FDB11,OUT027,5716.804331
FDV55,OUT013,2334.937273
FDW20,OUT049,1952.159124
NCJ18,OUT019,288.2482304
FDC41,OUT018,971.4863503
FDE14,OUT027,2688.299007
FDG35,OUT013,2737.724289
FDF45,OUT035,934.1038775
FDS19,OUT027,2032.677066
FDS58,OUT019,338.9628541
FDA26,OUT017,3609.512609
FDM32,OUT049,1364.836069
FDL45,OUT046,1936.135246
FDZ55,OUT049,2634.563482
FDY37,OUT049,2237.836786
FDO46,OUT046,3244.379592
FDQ60,OUT046,1983.976197
FDA19,OUT018,1771.994031
FDL15,OUT046,2357.114593
FDM10,OUT018,2960.94639
NCL05,OUT017,664.5891319
DRK49,OUT010,210.5473525
NCE18,OUT027,6121.920377
FDG40,OUT049,566.3483521
DRI59,OUT045,3255.45422
FDK28,OUT035,4357.862832
NCD06,OUT019,214.6207336
FDO11,OUT019,585.2629736
FDK27,OUT046,1828.927442
FDT43,OUT027,1243.795433
FDD38,OUT018,1316.169375
FDA16,OUT049,3600.480417
FDL14,OUT027,4149.126675
NCM17,OUT049,690.4844468
FDD20,OUT045,1788.70182
FDA40,OUT045,1310.329338
FDL43,OUT045,1137.146527
FDV15,OUT045,1477.84744
FDE52,OUT046,1442.8445
NCL17,OUT010,315.2095687
NCJ31,OUT045,3483.010368
FDR60,OUT045,1145.847343
NCA18,OUT035,1798.620652
FDS21,OUT027,1656.530744
FDW09,OUT035,1246.009607
FDL26,OUT035,2521.514572
FDS47,OUT018,1162.164322
FDC39,OUT046,3082.632845
FDT51,OUT035,1793.760001
FDK40,OUT035,4458.251556
NCG19,OUT045,3437.714545
FDZ07,OUT046,973.5217741
FDF08,OUT027,2342.155782
FDO04,OUT013,800.186192
FDK41,OUT018,1080.027935
FDP15,OUT049,4033.102594
NCD43,OUT018,1389.825863
NCP18,OUT013,2383.761079
FDZ51,OUT046,1509.317803
DRH13,OUT035,1670.771044
FDF38,OUT045,588.8838675
NCI43,OUT045,789.5137354
FDM38,OUT027,1432.709543
FDS03,OUT013,938.1188159
DRJ47,OUT017,2780.248698
FDT50,OUT010,257.1360626
FDV02,OUT046,2623.606301
NCG18,OUT017,1645.304764
FDW52,OUT046,2797.837431
FDS40,OUT035,594.2093705
FDN31,OUT017,3083.839627
FDA37,OUT045,1910.248822
FDA15,OUT046,3571.056383
FDL39,OUT046,3082.154633
FDJ53,OUT045,1760.397833
FDX22,OUT013,3310.790711
NCZ42,OUT045,3475.494726
FDD56,OUT027,4723.574715
FDD40,OUT017,3215.200627
FDS50,OUT013,3682.525493
NCN14,OUT013,3044.377306
FDT15,OUT013,2867.501029
NCS18,OUT027,2783.814946
NCO26,OUT010,273.4586204
FDF58,OUT018,780.7401573
NCB19,OUT013,1277.102462
FDH26,OUT017,2334.125267
DRB24,OUT027,4025.743832
FDA49,OUT018,1122.599689
FDB32,OUT045,1377.878126
FDI36,OUT017,3265.074811
NCA17,OUT010,324.4870936
FDH22,OUT013,1947.41934
NCM26,OUT018,2120.534833
FDT15,OUT027,4896.872193
FDB16,OUT018,1132.588174
NCP54,OUT027,3215.020089
FDJ36,OUT013,1500.514346
FDO28,OUT045,1726.172129
FDU09,OUT013,782.6959478
FDF29,OUT017,2117.803515
FDY08,OUT013,2140.066822
DRJ59,OUT018,475.9557036
FDT23,OUT027,2083.739441
FDU15,OUT018,478.2932499
FDT47,OUT013,1411.862841
FDI53,OUT019,345.798556
FDR59,OUT018,3303.611454
FDD53,OUT035,647.2124031
FDY51,OUT017,3486.675585
FDT04,OUT049,612.9867629
FDU51,OUT049,2891.00158
FDG14,OUT035,2534.432626
NCU06,OUT045,3375.872792
DRG25,OUT046,2813.088575
DRH49,OUT035,1256.482044
FDN15,OUT035,2228.846026
FDL43,OUT018,981.1823911
NCT18,OUT049,3026.307642
NCB31,OUT013,4302.454568
FDK57,OUT035,1861.467183
FDY04,OUT019,345.9832542
NCP54,OUT046,1862.619218
FDF41,OUT013,4062.191585
FDM01,OUT045,1547.302227
FDW03,OUT045,1579.993289
FDF28,OUT045,1904.891707
FDY37,OUT017,2351.700317
FDQ03,OUT017,3827.730161
FDP51,OUT027,3211.302038
FDJ40,OUT017,1801.16188
FDC32,OUT049,1458.830414
DRI49,OUT027,2053.676499
NCW54,OUT017,854.252957
FDF09,OUT017,594.0670326
FDP45,OUT018,3201.260168
DRJ23,OUT018,2613.613958
FDS59,OUT017,1804.095467
FDY08,OUT046,2337.432484
FDX16,OUT049,2423.367221
FDY16,OUT018,2460.922284
FDK32,OUT035,2556.24266
FDQ22,OUT013,586.4823133
NCC31,OUT018,2160.322629
FDG58,OUT049,2465.492719
DRF48,OUT013,3128.882672
DRH36,OUT049,1127.655399
NCR30,OUT035,1130.561063
FDB03,OUT019,556.6879796
FDZ28,OUT027,3383.924468
FDR35,OUT017,3192.893851
DRD15,OUT027,5834.921009
FDJ33,OUT019,284.2069695
FDA56,OUT010,280.6337603
FDP56,OUT046,778.0023019
NCT30,OUT046,780.7253926
FDK15,OUT017,1585.427952
FDH44,OUT018,1948.878115
FDV01,OUT013,2380.696467
DRG03,OUT017,2471.891222
FDG50,OUT027,2273.740061
FDR16,OUT010,474.3814752
FDZ60,OUT046,1651.006542
DRG03,OUT045,2251.770994
FDS56,OUT018,3317.386921
FDU33,OUT045,657.2240119
DRD27,OUT035,1510.116279
FDW22,OUT046,3737.539529
DRA24,OUT045,2635.876356
FDF38,OUT049,583.5994472
FDX48,OUT013,2376.140972
FDS58,OUT018,2142.004091
FDC32,OUT046,1424.462309
NCQ29,OUT045,3748.145364
DRK39,OUT018,1089.977382
NCS38,OUT017,1822.360197
DRO47,OUT013,1713.190447
DRG27,OUT027,1054.256487
FDC57,OUT027,5089.70463
FDS55,OUT046,2244.917792
NCJ06,OUT018,1616.401519
FDO01,OUT019,291.4620535
NCM55,OUT045,2733.009553
FDC52,OUT049,2437.121503
FDQ15,OUT045,1175.799428
NCT30,OUT027,1179.343187
NCR42,OUT027,826.9800838
FDD28,OUT035,873.7696798
FDQ34,OUT049,1650.761352
FDZ12,OUT027,3750.635293
DRE13,OUT019,249.7499429
NCN07,OUT019,304.7819764
FDM28,OUT035,3028.888604
FDI10,OUT017,2859.878145
FDQ25,OUT013,2650.772485
FDA38,OUT010,555.1162848
DRI13,OUT049,3554.239914
FDY20,OUT027,2379.661794
NCZ53,OUT035,3152.351214
NCM31,OUT013,2289.853296
DRB01,OUT017,3053.880846
DRF37,OUT046,3683.12316
NCF42,OUT049,2936.911562
FDF16,OUT018,2054.17736
FDB41,OUT013,697.534583
FDR34,OUT013,3565.506209
FDR15,OUT018,2071.333253
NCV42,OUT019,277.6455602
FDW51,OUT035,3641.487707
FDU36,OUT017,1533.581243
FDX60,OUT049,1250.730825
FDY03,OUT035,1826.635536
FDW55,OUT045,4005.065913
FDT01,OUT010,469.3943243
FDG58,OUT013,2381.824171
FDK21,OUT017,3832.935004
NCS41,OUT019,389.4054448
FDS10,OUT045,2671.75409
NCT53,OUT046,2514.499638
FDJ28,OUT018,2662.875909
FDX44,OUT045,1268.304044
FDT20,OUT018,492.4316584
FDO44,OUT017,1749.014087
NCX17,OUT049,3799.230552
FDY01,OUT017,1900.260736
FDJ12,OUT027,5483.46951
DRK35,OUT018,472.8421725
FDD47,OUT019,356.9229152
NCM53,OUT035,1632.395152
FDO45,OUT013,1263.851921
NCM42,OUT010,267.0492448
FDE04,OUT046,3057.353627
NCI30,OUT027,6072.627107
FDZ19,OUT013,2863.998985
FDW57,OUT013,2770.276478
FDA25,OUT013,1499.961903
FDT22,OUT046,929.5290036
FDP51,OUT013,1773.174689
FDD48,OUT027,3008.744691
FDY39,OUT035,3114.418631
FDO48,OUT010,494.0430699
FDD23,OUT027,4951.742206
DRN35,OUT027,930.0072808
FDT01,OUT035,3676.682655
FDC20,OUT010,217.6842747
DRJ35,OUT035,933.7612436
FDB32,OUT046,1435.492683
FDL24,OUT046,2947.476837
NCV42,OUT035,1742.924492
FDZ46,OUT046,1671.848714
FDC15,OUT013,2511.499395
FDD08,OUT019,208.4520736
FDY50,OUT049,1380.512052
FDD36,OUT013,1838.230302
FDG57,OUT027,1209.084036
FDL21,OUT018,513.2516107
FDN16,OUT027,2705.868943
FDJ09,OUT027,1131.461528
FDS01,OUT010,382.9302933
FDV33,OUT017,4082.43181
DRE12,OUT017,1821.820127
FDR07,OUT013,1455.581625
FDP48,OUT010,397.5461145
NCB55,OUT035,873.2987079
FDQ08,OUT013,855.9437301
FDR34,OUT035,3956.948435
FDO33,OUT046,1718.207664
FDP13,OUT045,567.1553936
FDX12,OUT049,3962.789627
NCT06,OUT049,2751.732877
FDR16,OUT019,466.2702474
FDE36,OUT046,2805.468742
FDZ36,OUT049,3035.322112
FDV13,OUT045,1303.725363
NCZ17,OUT035,596.9365674
FDU56,OUT045,2698.874612
FDM09,OUT035,2891.628203
FDV02,OUT017,2788.253639
FDS34,OUT018,1466.665643
FDA11,OUT049,1491.225911
FDP09,OUT017,3379.517118
FDB29,OUT027,3054.118325
FDT19,OUT017,2881.001584
DRH15,OUT017,687.4846789
FDY38,OUT046,3885.464664
FDF14,OUT027,3997.966022
FDN48,OUT010,249.3359519
FDQ12,OUT013,3848.678826
NCJ43,OUT045,2538.024562
FDE17,OUT019,326.8290701
FDB05,OUT035,4244.371713
FDH10,OUT045,2838.466969
NCR06,OUT017,637.5099534
FDU32,OUT018,1639.914877
FDD56,OUT049,2831.016075
FDO36,OUT018,2532.71606
FDH16,OUT010,247.6316943
FDX10,OUT018,452.1893914
FDZ37,OUT017,1399.721516
FDU31,OUT010,482.4768806
DRC49,OUT049,2315.925609
FDL15,OUT045,2225.130672
FDN32,OUT019,396.9825444
DRH59,OUT027,1853.340996
NCU29,OUT049,2417.480714
FDR37,OUT019,389.2780835
FDS14,OUT018,2174.212899
FDU02,OUT027,5740.142806
FDJ08,OUT035,3258.044417
NCZ06,OUT045,3659.345186
FDO31,OUT049,1181.889742
FDH31,OUT018,1302.678126
FDS58,OUT017,2660.112828
NCA53,OUT027,1211.506022
FDF50,OUT046,2971.025236
NCW42,OUT049,3639.006065
NCQ17,OUT045,2280.442182
FDK51,OUT018,3528.523114
NCW41,OUT010,338.3220707
NCR29,OUT017,848.6529884
FDB08,OUT019,344.6176937
FDA40,OUT027,2259.923617
FDL14,OUT018,2098.505853
FDB47,OUT046,3095.654603
FDO03,OUT035,3916.268923
DRK13,OUT019,423.4342185
FDX13,OUT010,578.2181488
FDF52,OUT046,2771.776083
FDT11,OUT013,2953.364439
FDB08,OUT013,2594.077448
FDQ28,OUT018,2070.422233
FDD29,OUT045,3645.372622
NCQ29,OUT027,6253.145395
NCO02,OUT013,944.5358195
FDR56,OUT010,425.3183745
NCM54,OUT049,2018.39304
FDP51,OUT035,1893.923095
FDT38,OUT013,1248.912289
FDZ20,OUT018,3424.633803
FDJ53,OUT013,1865.116076
FDX13,OUT049,3966.199676
FDP58,OUT035,3767.204851
NCK31,OUT019,219.1230734
FDA35,OUT018,1613.43255
FDV37,OUT018,2638.055621
NCO07,OUT027,5481.821718
FDA20,OUT045,2756.014179
FDZ59,OUT035,2848.087249
NCY17,OUT017,697.2665936
FDQ28,OUT035,2561.808159
FDV35,OUT017,2507.271152
FDQ36,OUT013,539.5515319
FDD34,OUT018,2266.120523
FDK51,OUT045,3784.648725
FDV31,OUT035,2930.354488
FDR04,OUT035,1456.272045
FDR14,OUT049,855.4933166
DRC36,OUT010,377.1740798
FDE39,OUT019,288.4571523
FDP57,OUT049,1647.909098
FDE57,OUT046,2160.962025
NCN18,OUT046,1705.997802
NCQ05,OUT018,2071.63994
FDW47,OUT035,1875.890008
FDV46,OUT035,2206.25745
NCP29,OUT045,948.5760071
FDE09,OUT018,1476.32209
NCU06,OUT027,5785.559701
FDT19,OUT010,375.7318521
DRF15,OUT017,2467.470215
DRI51,OUT013,2782.477937
NCX54,OUT013,1576.393298
DRE01,OUT013,4019.596208
NCB07,OUT045,2877.903222
FDU50,OUT035,1846.044064
FDG40,OUT035,572.4554018
FDW10,OUT018,2449.095843
FDX51,OUT013,3047.056171
NCP17,OUT045,952.2261991
FDP21,OUT035,3206.990401
FDL04,OUT045,1515.009695
FDV23,OUT013,1910.080705
FDF24,OUT046,1296.801267
FDH56,OUT027,3038.147163
FDB51,OUT049,945.1992112
FDI58,OUT027,2514.097278
FDR20,OUT013,685.875378
FDC51,OUT018,1610.109274
FDB16,OUT027,2178.213946
FDE40,OUT049,867.4171669
NCM17,OUT035,687.4676712
FDU56,OUT035,3116.191579
FDS32,OUT019,308.2385773
FDX02,OUT049,3661.97334
FDT39,OUT027,4115.329771
FDE35,OUT017,886.6527177
NCI42,OUT019,454.6077863
DRL23,OUT046,1619.453601
FDA10,OUT046,1870.808896
FDA11,OUT013,1429.110945
NCM06,OUT046,2364.512987
NCT05,OUT035,4377.360818
NCQ02,OUT010,398.466392
NCY06,OUT049,2097.975306
FDY56,OUT035,3856.454142
FDL02,OUT035,1678.916718
NCI06,OUT035,2982.819589
FDQ14,OUT045,2187.252904
FDQ12,OUT017,3592.821498
FDP36,OUT046,759.489432
FDK21,OUT027,6114.606139
FDO40,OUT045,2152.438715
NCK54,OUT019,284.515039
FDY09,OUT018,2465.947414
NCW30,OUT049,4084.395782
NCC55,OUT027,914.7558469
FDE58,OUT018,1577.864802
FDR39,OUT013,3043.798461
FDU28,OUT049,3072.62882
FDH08,OUT017,3589.138486
FDG35,OUT045,2853.57976
FDG22,OUT049,539.7431083
FDC34,OUT035,2629.812273
FDP15,OUT018,3440.63887
FDK34,OUT010,548.1167012
FDU45,OUT035,1875.042729
FDQ04,OUT027,995.0947918
FDX22,OUT018,2771.110183
FDB45,OUT017,1641.862165
NCH43,OUT027,5550.49835
DRE60,OUT046,3299.783226
FDD17,OUT027,5893.773744
NCM54,OUT017,2045.479605
NCH55,OUT013,1987.999283
NCT06,OUT017,2680.227994
FDA48,OUT027,5634.878728
FDY58,OUT027,5758.582505
FDO25,OUT045,3106.909565
FDN50,OUT045,1419.251045
FDH35,OUT035,2724.53241
FDK09,OUT045,3328.666571
FDO16,OUT013,1209.64257
FDW11,OUT045,959.5754003
FDU47,OUT027,3779.103439
NCQ42,OUT010,292.1730987
FDK55,OUT027,2257.368497
FDN08,OUT049,1774.84202
FDT57,OUT045,3462.807597
FDJ12,OUT018,2744.373488
DRL59,OUT017,806.5894691
NCN53,OUT046,609.4738807
FDO51,OUT010,212.0666957
FDK56,OUT017,3043.895309
FDY12,OUT035,863.4829092
FDU15,OUT035,656.4439214
FDQ19,OUT046,3999.807952
DRF15,OUT045,2249.219881
DRE25,OUT019,255.8400662
FDK57,OUT018,1605.366595
FDD33,OUT010,522.8390178
FDR34,OUT027,5846.640256
FDU04,OUT045,1748.947103
FDE35,OUT019,221.1854929
NCD31,OUT035,2682.15017
FDJ56,OUT035,1526.509958
NCU53,OUT046,2509.130906
FDD39,OUT035,3669.432602
NCU17,OUT019,268.2713921
FDJ20,OUT046,2050.204532
NCW41,OUT018,2174.683794
FDL52,OUT035,677.4225204
FDS39,OUT035,2271.562646
DRJ47,OUT045,2552.815037
FDP13,OUT010,210.0510352
DRK39,OUT010,238.9473186
FDF28,OUT010,293.5788043
FDB09,OUT045,1812.67413
FDM51,OUT046,1628.124095
DRM49,OUT018,563.8521414
DRF23,OUT013,2891.173348
DRH01,OUT035,2873.314478
FDH12,OUT027,2756.789049
FDA28,OUT019,284.9569992
FDW37,OUT018,1180.320254
FDF02,OUT046,1589.026551
DRL37,OUT046,716.8628701
NCF43,OUT046,2165.986308
FDH08,OUT010,511.9747777
FDR34,OUT019,513.9664515
NCK19,OUT049,3230.455387
NCD55,OUT018,542.9706179
FDT27,OUT049,3833.316431
FDQ57,OUT045,2139.184685
FDA47,OUT035,2735.194753
DRG15,OUT027,1564.404463
FDE05,OUT018,1930.208169
FDN46,OUT046,1640.069428
FDX27,OUT027,2445.744887
FDT51,OUT045,1686.455648
FDU33,OUT013,657.106922
FDJ16,OUT027,1472.061414
FDD20,OUT019,290.7757313
FDT36,OUT049,555.3659083
DRF15,OUT027,4011.437868
FDN52,OUT010,247.2892179
FDC22,OUT027,5085.092927
FDX15,OUT045,2349.603965
FDT13,OUT013,3093.020501
FDU04,OUT017,1940.759933
FDU31,OUT019,473.8914946
FDW59,OUT027,2157.43559
NCO29,OUT046,2517.412385
FDL15,OUT035,2482.631299
FDI41,OUT049,2310.1622
FDQ48,OUT049,1468.717451
DRI39,OUT013,804.8707381
FDI08,OUT013,3893.845238
FDC21,OUT049,1664.163853
FDF58,OUT035,936.0710105
FDS08,OUT010,380.0223371
FDE47,OUT045,1776.740115
NCP18,OUT019,333.9604143
NCR41,OUT013,1448.80685
FDA27,OUT013,3937.271398
FDA43,OUT035,3282.528327
FDA49,OUT045,1254.792878
NCE55,OUT018,2485.098939
DRM49,OUT027,1224.528846
FDF22,OUT027,5493.168775
FDQ15,OUT018,1019.159634
NCS54,OUT017,2836.213446
NCY05,OUT013,548.5928357
FDR45,OUT046,3467.490113
FDK57,OUT049,1946.270447
FDF41,OUT010,578.3463062
FDV21,OUT046,1923.882266
FDD51,OUT046,741.9873914
FDF33,OUT046,1678.530116
FDA38,OUT046,3456.281195
FDR56,OUT045,3207.552132
NCN41,OUT017,1949.851585
FDC60,OUT027,2316.502123
FDB47,OUT045,3059.0041
DRH01,OUT013,2878.856383
FDW08,OUT046,1606.242032
FDF38,OUT027,1063.558058
FDY32,OUT017,2643.469898
FDG34,OUT049,1655.34325
FDG47,OUT019,615.7801566
NCF18,OUT035,3202.392961
FDL39,OUT019,383.8869901
NCH55,OUT035,1984.621528
DRJ35,OUT049,933.2218618
FDS44,OUT035,4085.899877
DRE01,OUT018,3295.146689
FDY39,OUT013,2885.296932
FDY32,OUT018,2246.890306
FDR33,OUT027,2869.618694
NCP50,OUT049,1251.808272
FDZ47,OUT018,1266.339169
FDU57,OUT049,2437.121503
FDY44,OUT013,3051.405745
DRH59,OUT018,947.6274206
FDB03,OUT027,6037.436552
FDY46,OUT045,2749.498401
FDM39,OUT045,2604.514234
FDY36,OUT035,1119.423956
NCM55,OUT035,3096.425531
FDJ50,OUT010,216.4898756
DRL60,OUT013,2420.934655
NCJ54,OUT049,3765.716536
FDX59,OUT017,538.5818634
FDI07,OUT013,3126.771817
DRF51,OUT010,209.3895274
FDM14,OUT017,1745.646184
FDP21,OUT045,3072.632332
FDE40,OUT035,1014.652422
FDE05,OUT035,2444.918724
FDM13,OUT027,3477.302009
FDC34,OUT027,4223.799996
NCI55,OUT018,1660.993038
NCE43,OUT018,2350.319313
FDW58,OUT018,1424.865595
FDG60,OUT045,3423.548687
FDV31,OUT017,2858.255119
FDR47,OUT013,3222.86061
FDM60,OUT019,209.1595539
NCF06,OUT018,3475.627867
NCN26,OUT027,3035.76861
FDQ59,OUT049,1250.868226
FDF09,OUT046,628.5765388
NCS06,OUT017,3981.829315
FDT44,OUT046,1805.483184
FDI19,OUT017,3777.638459
FDT22,OUT017,924.7071054
NCF54,OUT027,4497.223979
DRG25,OUT045,2734.988443
FDB59,OUT017,3175.989694
FDQ37,OUT017,3137.089403
FDP56,OUT035,741.5162106
FDW44,OUT035,2911.534731
FDJ26,OUT010,474.9295422
FDU43,OUT018,3073.918989
FDW33,OUT045,1510.213179
NCX53,OUT027,3763.489069
FDN56,OUT010,324.6230639
DRF15,OUT049,2504.20695
FDO33,OUT017,1826.363013
FDZ39,OUT010,264.4841985
NCJ19,OUT017,854.252957
FDU01,OUT035,3150.069721
FDT12,OUT035,3846.480164
NCM18,OUT018,788.2328822
FDP19,OUT017,2072.750782
NCR42,OUT049,550.3642784
FDN10,OUT046,1815.691795
FDG44,OUT017,844.6282075
FDQ10,OUT046,2609.741943
DRH13,OUT049,1667.659265
FDT52,OUT013,3815.489845
FDM56,OUT045,1594.974505
NCO43,OUT010,258.0212634
NCV29,OUT035,2961.731232
NCF06,OUT013,4291.533935
FDO50,OUT035,1381.210494
FDT59,OUT013,3833.572396
FDX40,OUT027,924.5978031
FDE50,OUT017,3102.262349
FDX51,OUT017,3268.18468
NCD30,OUT018,1299.723774
FDK15,OUT013,1511.705975
FDL12,OUT045,883.8513361
FDK46,OUT017,3932.67017
DRH49,OUT010,237.3703634
FDQ57,OUT046,2246.462093
FDY59,OUT017,1469.709341
FDO09,OUT018,3298.026273
NCG30,OUT035,1993.860537
FDM09,OUT017,2811.843262
NCN17,OUT027,2586.739707
NCS42,OUT013,1333.420529
FDD02,OUT019,283.8970603
FDE34,OUT013,3005.904174
FDU38,OUT045,2835.535285
FDB33,OUT046,2405.455318
NCJ29,OUT017,1358.966777
FDZ27,OUT035,743.6532839
FDI40,OUT013,1458.690988
FDG22,OUT013,570.3802094
FDT51,OUT017,1796.972619
FDF20,OUT018,2770.679007
FDV50,OUT035,1916.411787
FDT02,OUT049,589.7485166
DRC49,OUT017,2339.915765
FDF26,OUT049,2432.083524
FDV52,OUT035,1926.683122
FDX59,OUT049,577.8066459
FDV25,OUT035,3795.474811
FDW23,OUT027,968.1924075
FDE53,OUT018,1434.74762
FDA19,OUT017,2093.807236
FDH22,OUT046,1929.969339
NCO41,OUT013,1466.252218
FDX12,OUT017,3875.721309
FDF17,OUT013,3270.167214
FDS11,OUT045,3634.915696
FDR51,OUT035,2503.928242
FDT49,OUT010,263.3461348
FDC56,OUT013,1858.540889
FDR13,OUT027,3111.205456
FDQ60,OUT035,1958.300252
FDN38,OUT049,4038.501762
NCL29,OUT013,2551.241654
FDO13,OUT027,4322.20577
FDE26,OUT018,1978.51399
FDA31,OUT010,368.8982984
FDX14,OUT035,1126.991229
FDA34,OUT045,2555.86802
FDF26,OUT013,2354.444553
FDE38,OUT045,2440.679808
DRI11,OUT046,1738.604649
FDQ60,OUT027,3169.09946
FDL21,OUT027,1069.017994
DRC12,OUT027,5013.048756
FDC47,OUT046,3340.808185
FDE57,OUT045,2032.564692
FDT14,OUT045,1861.033569
NCZ53,OUT046,2862.159797
FDE28,OUT018,2998.684325
FDR19,OUT035,2394.612874
